source_x,source_y,source_z,absorb_x,absorb_y,absorb_z,scat_x,scat_y,scat_z,theta,e_energy
10.0,0.0,0.0,30.779511573457455,17.38389471782734,-309.3583157998671,30.779511573457455,10.452469054327182,-200.0,0.8049565335030553,999998.3347343326
10.0,0.0,0.0,10.972990106065765,16.846667437788824,-309.9223477754865,10.972990106065765,8.993911487781624,-200.0,0.6676552044082719,999997.620210968
10.0,0.0,0.0,23.721406848403973,26.88531305549338,-296.84969916438297,23.721406848403973,23.17306417982296,-200.0,1.1904685032955022,999999.1873094615
10.0,0.0,0.0,18.509569487566708,20.98397601769324,-290.10070125694006,18.509569487566708,23.286567817871035,-200.0,1.8031403379289752,999999.5846405408
10.0,0.0,0.0,38.924629260285776,15.88077658162829,-307.47399251521216,38.924629260285776,15.15719994304396,-200.0,1.498375374034376,999999.4491414432
10.0,0.0,0.0,11.714668978035586,29.96870691149951,-296.2954841054354,11.714668978035586,21.03473187540192,-200.0,0.46594478500586695,999995.2065142203
10.0,0.0,0.0,23.325385294752337,5.399334262992119,-290.2107847618576,23.325385294752337,2.5262858063236404,-200.0,1.2793844669884626,999999.2830039175
10.0,0.0,0.0,3.3197207785456495,18.054658019522567,-305.19682348931326,3.3197207785456495,8.103904364040977,-200.0,0.09928425627906537,999896.2467190062
10.0,0.0,0.0,39.63525920604675,16.627275705747266,-291.44948178786774,39.63525920604675,6.695135514958821,-200.0,0.11656474392257359,999924.7033657541
10.0,0.0,0.0,19.31873584530436,13.677318669115134,-309.1241787818874,19.31873584530436,4.078855801475103,-200.0,0.28434256940681696,999987.2740661855
10.0,0.0,0.0,8.233301689859815,44.79287903552732,-308.37820104796515,8.233301689859815,35.6777282128657,-200.0,0.4238432332925924,999994.22503787
10.0,0.0,0.0,23.691482823472008,19.571946387699008,-290.1664291231863,23.691482823472008,9.65601758810866,-200.0,0.12976075266852533,999939.22188099
10.0,0.0,0.0,21.182698676484357,47.462448294046226,-290.08604829912565,21.182698676484357,37.57035928567333,-200.0,0.14704124031203353,999952.648400721
10.0,0.0,0.0,23.35833072906965,16.65568739602091,-301.85447765048707,23.35833072906965,7.507244882053898,-200.0,0.4156742754974794,999993.9992667318
10.0,0.0,0.0,37.025225780784496,23.261464613260202,-294.276946149006,37.025225780784496,13.261908831009155,-200.0,0.009425720532822663,988627.4550994849
10.0,0.0,0.0,25.07655641701617,24.248800253362866,-293.46375436678426,25.07655641701617,14.93965287286018,-200.0,0.37388691446863226,999992.6033975133
10.0,0.0,0.0,19.872603537479826,30.509207146361504,-303.92241779520305,19.872603537479826,20.853822269260704,-200.0,0.2632917935501797,999985.1720836093
10.0,0.0,0.0,25.2272338341793,10.476419679437225,-309.7448467766325,25.2272338341793,20.420416764146523,-200.0,3.035710392937752,999999.7437826195
10.0,0.0,0.0,26.5146432618219,36.27790305133814,-301.15862523516927,26.5146432618219,31.49713719219165,-200.0,1.0723328059507915,999999.0209301099
10.0,0.0,0.0,38.7415182589517,38.62670026378406,-298.01144221871346,38.7415182589517,28.972952720149404,-200.0,0.2639201749190345,999985.2421997485
10.0,0.0,0.0,14.003555360407,15.933626775947491,-309.378648718049,14.003555360407,6.868226578043841,-200.0,0.4357824793008344,999994.5324490232
10.0,0.0,0.0,35.560314232937664,36.04500635873444,-290.0001406024462,35.560314232937664,38.833680363127634,-200.0,1.8534108474373627,999999.6004278507
10.0,0.0,0.0,7.372486513821008,31.42131105498877,-309.22765792226596,7.372486513821008,24.012821906707984,-200.0,0.7364629642978774,999998.028181159
10.0,0.0,0.0,28.699811581515924,36.53282749361676,-295.90166038232115,28.699811581515924,33.45281895644013,-200.0,1.2577053097629705,999999.261560328
10.0,0.0,0.0,22.16220985344064,48.162654854381174,-309.80645958718173,22.16220985344064,38.70190813168111,-200.0,0.32990021864879315,999990.5240231393
10.0,0.0,0.0,7.67832699579035,24.781282636473932,-309.783283029526,7.67832699579035,16.343361181670208,-200.0,0.566485804022642,999996.7287283348
10.0,0.0,0.0,1.4090584619574775,2.001867644569061,-293.3903892998012,1.4090584619574775,5.620573810025666,-200.0,1.9410700483926135,999999.6247809432
10.0,0.0,0.0,18.270172852445192,25.587028570334603,-302.13673777687535,18.270172852445192,15.63351183472391,-200.0,0.09645654011921857,999890.0800454494
10.0,0.0,0.0,23.60119725965486,11.915729241547126,-290.68821464281916,23.60119725965486,16.30000548621583,-200.0,2.024644770450308,999999.644751109
10.0,0.0,0.0,20.616589276383202,33.70849741201306,-308.02919958533624,20.616589276383202,24.044983068791943,-200.0,0.2601498867059055,999984.8138477947
10.0,0.0,0.0,2.002554052341754,6.500922960886774,-309.5944229084635,2.002554052341754,8.97436850336408,-200.0,1.820735016256911,999999.5903298821
10.0,0.0,0.0,24.308482159272977,22.181110240657095,-300.19365046895246,24.308482159272977,12.282226211174727,-200.0,0.1423283800456222,999949.466520988
10.0,0.0,0.0,15.155976666424014,12.378203485603372,-290.3321452182331,15.155976666424014,7.98828042567731,-200.0,1.1163195017706307,999999.0891398817
10.0,0.0,0.0,9.098999453361017,21.766097576050374,-306.5686202590532,9.098999453361017,17.322616540248998,-200.0,1.1103498787665096,999999.0803603239
10.0,0.0,0.0,36.395214113140675,48.2816768912465,-309.6676134329499,36.395214113140675,38.762507889179915,-200.0,0.31136296826757526,999989.3726783083
10.0,0.0,0.0,32.06967192678966,37.54542413473192,-309.49972157217593,32.06967192678966,38.52256642677075,-200.0,1.6686667249940386,999999.534487439
10.0,0.0,0.0,35.71336970004348,13.187640962044913,-300.0287143896577,35.71336970004348,23.17183036752556,-200.0,3.0853525210772847,999999.7442979253
10.0,0.0,0.0,12.995374944293957,40.988059183099104,-290.66855623422475,12.995374944293957,34.746145272812484,-200.0,0.8967002133558626,999998.6402671653
10.0,0.0,0.0,27.53614969189636,26.999139972671752,-295.1758301396591,27.53614969189636,35.77555340235158,-200.0,2.641715274665765,999999.7278501228
10.0,0.0,0.0,27.227677407311596,19.31637797009301,-298.6408385245097,27.227677407311596,10.111759165507017,-200.0,0.4015356946982454,999993.5754488539
10.0,0.0,0.0,17.663129120205284,42.408921926264874,-304.2494351810592,17.663129120205284,32.88112810514976,-200.0,0.3085352521077285,999989.1785729815
10.0,0.0,0.0,10.553659423604769,35.39885361615614,-309.8998201152673,10.553659423604769,25.656462148433974,-200.0,0.22747405552545358,999980.164093971
10.0,0.0,0.0,24.14164292436282,46.850947599770194,-309.9943133695997,24.14164292436282,36.97261850409026,-200.0,0.15615277016042878,999958.0032266133
10.0,0.0,0.0,5.993291626117343,22.055099209277195,-290.8595642259461,5.993291626117343,31.120499407180844,-200.0,2.705810174288959,999999.7319752758
10.0,0.0,0.0,24.752080947247098,20.277839684680707,-299.7207329054088,24.752080947247098,19.501001211790644,-200.0,1.4930341323991096,999999.4459603517
10.0,0.0,0.0,21.179741244932615,20.38927666909525,-304.8834837643411,21.179741244932615,11.896166223728093,-200.0,0.5561175114365371,999996.6089202384
10.0,0.0,0.0,17.567518016999447,24.815263573195708,-308.2010106747739,17.567518016999447,14.826219517910634,-200.0,0.04681441197968589,999533.8039875815
10.0,0.0,0.0,24.219830317688906,31.63529143349863,-290.0095048828621,24.219830317688906,26.124898245488186,-200.0,0.9871871304709602,999998.8618169925
10.0,0.0,0.0,32.253648321050676,11.10713552037522,-292.3825483440893,32.253648321050676,7.66775045944589,-200.0,1.2196882369472526,999999.2211102057
10.0,0.0,0.0,22.67611992226233,36.314498568750956,-308.6234925950731,22.67611992226233,26.458612261443143,-200.0,0.16997716027523535,999964.54314146
10.0,0.0,0.0,21.236405383575825,25.819726104092524,-302.3691061537835,21.236405383575825,16.28149430409508,-200.0,0.30507915457902685,999988.9339641567
10.0,0.0,0.0,18.359172172816077,0.8830645482988047,-308.2826519654572,18.359172172816077,8.533401637107577,-200.0,2.4418899993699243,999999.7104871995
10.0,0.0,0.0,14.100559475656652,16.332572229022546,-302.24967689042546,14.100559475656652,6.7055399962295725,-200.0,0.27397427682071207,999986.2992718444
10.0,0.0,0.0,17.756748613506808,38.058804975676566,-295.3811697703249,17.756748613506808,28.11648041538462,-200.0,0.10745321407417835,999911.4086112933
10.0,0.0,0.0,18.589217989307933,24.954063759698002,-300.7267393967539,18.589217989307933,15.581002947371951,-200.0,0.3559780454562692,999991.8493556462
10.0,0.0,0.0,2.564117954576961,30.52569137332702,-297.01783907914785,2.564117954576961,24.432158753199715,-200.0,0.9155516544215079,999998.6919145052
10.0,0.0,0.0,39.8918445197437,46.05898468670908,-303.4476210927794,39.8918445197437,38.871700611421744,-200.0,0.7688246047939018,999998.1832538894
10.0,0.0,0.0,30.919079418105145,4.505828541344343,-307.9704363914262,30.919079418105145,1.6147285512871346,-200.0,1.277499322881898,999999.2811832605
10.0,0.0,0.0,35.569114206087775,44.54129257591379,-309.3283029402686,35.569114206087775,34.56739154085142,-200.0,0.07226385741830707,999804.2451221807
10.0,0.0,0.0,1.9345397176796197,8.72912140498305,-290.2237153503537,1.9345397176796197,0.23766996861742662,-200.0,0.5564317021209645,999996.6126495269
10.0,0.0,0.0,5.527468153301478,34.737258562741914,-292.49371195103066,5.527468153301478,25.891023897731174,-200.0,0.4851104167559397,999995.5710427302
10.0,0.0,0.0,16.91641564516309,17.25891178230602,-298.67977174311466,16.91641564516309,20.559266268660036,-200.0,1.907137454474452,999999.6157998614
10.0,0.0,0.0,13.577001654643759,36.27564928424736,-306.22490209683656,13.577001654643759,26.30062631316064,-200.0,0.07069290399616997,999795.4538633487
10.0,0.0,0.0,15.347633090756553,49.24835153741692,-308.8750516498076,15.347633090756553,39.271371118906295,-200.0,0.06786518783632317,999778.0643444296
10.0,0.0,0.0,20.187952903920163,26.242549359125803,-290.08187543708226,20.187952903920163,16.422075105654315,-200.0,0.18977117339416294,999971.5369263045
10.0,0.0,0.0,20.988509965486042,27.24093682697587,-303.53558102627005,20.988509965486042,19.437055129047277,-200.0,0.6755099715189574,999997.6731726588
10.0,0.0,0.0,8.865459077350595,46.01664793924927,-309.98766156276565,8.865459077350595,36.12921101740853,-200.0,0.15018314715630776,999954.6052922806
10.0,0.0,0.0,31.838248267397727,40.73710141757107,-298.41585147312105,31.838248267397727,31.508105325474183,-200.0,0.395251881009697,999993.372321359
10.0,0.0,0.0,37.066411862187564,43.183889855351254,-303.3613988981489,37.066411862187564,38.57790358260951,-200.0,1.092126819069719,999999.0526544022
10.0,0.0,0.0,38.13202399439949,31.692204797592527,-307.8795894283951,38.13202399439949,21.69594046391066,-200.0,0.02733458954518572,998633.9733880288
10.0,0.0,0.0,18.139392195531556,1.586693355475905,-292.04729096876554,18.139392195531556,11.31617510937093,-200.0,2.9084631657446463,999999.7409968118
10.0,0.0,0.0,32.31136564783002,32.17561473189705,-291.82761939237446,32.31136564783002,26.54000385186608,-200.0,0.9721059776184439,999998.8291616818
10.0,0.0,0.0,3.628769710284052,37.01573007084393,-290.33726164855545,3.628769710284052,29.149376022242812,-200.0,0.66545586961728,999997.6050441929
10.0,0.0,0.0,38.96814572077111,49.859905235957555,-304.3717717839154,38.96814572077111,39.981088001816204,-200.0,0.15583857947600135,999957.8340657941
10.0,0.0,0.0,8.079462958278922,8.755800379549052,-296.36003387798934,8.079462958278922,6.670844669760689,-200.0,1.3607598542551649,999999.3543944274
10.0,0.0,0.0,39.4376409966035,28.81962346719102,-306.50571367354337,39.4376409966035,19.89271722865976,-200.0,0.46751573842800404,999995.2380902302
10.0,0.0,0.0,11.461397158256762,23.55606374313156,-293.952861061701,11.461397158256762,33.47361092357853,-200.0,3.0130886636589778,999999.7434423706
10.0,0.0,0.0,5.5119252792225915,13.355642895992965,-306.7250453884669,5.5119252792225915,3.918552769214414,-200.0,0.33712660439062386,999990.922252645
10.0,0.0,0.0,4.453122480474008,33.32711224075067,-298.463831266493,4.453122480474008,23.76926986251947,-200.0,0.298481150206051,999988.4431689221
10.0,0.0,0.0,5.586677684881778,9.578676982663286,-291.3098230489112,5.586677684881778,18.258501098530914,-200.0,2.621921261546837,999999.7264428952
10.0,0.0,0.0,15.524379409664014,20.581528128962077,-307.2575992128751,15.524379409664014,10.644368344736495,-200.0,0.11216607434058969,999918.689259113
10.0,0.0,0.0,32.625841811947,18.72210050394335,-305.3577153576824,32.625841811947,17.156049103289867,-200.0,1.413543889238972,999999.3941157166
10.0,0.0,0.0,33.59411672231454,31.663904698899557,-292.53799211406795,33.59411672231454,23.084070566549787,-200.0,0.5394654051618837,999996.4018416934
10.0,0.0,0.0,32.01858287060417,33.52758545815844,-296.83179725143043,32.01858287060417,32.79147470983292,-200.0,1.4971186112966661,999999.448396128
9.980267284282716,0.6279051952931337,0.0,1.0483834870513942,18.73893022390918,-290.092693898167,1.0483834870513942,9.005831205917838,-200.0,0.23155853442301005,999980.854689522
9.980267284282716,0.6279051952931337,0.0,22.17032053763452,29.78368603088315,-294.4703338354318,22.17032053763452,21.514982422380612,-200.0,0.5972764910965294,999997.048463254
9.980267284282716,0.6279051952931337,0.0,27.229233307051718,18.709891883062838,-309.82944467917366,27.229233307051718,23.091344070767587,-200.0,2.0243305797658806,999999.6446813494
9.980267284282716,0.6279051952931337,0.0,31.022958944458917,29.73540731325465,-294.1604560678492,31.022958944458917,19.7524783107534,-200.0,0.058439467303500504,999700.7514739308
9.980267284282716,0.6279051952931337,0.0,37.20005019456675,23.981103778764435,-298.21573330184685,37.20005019456675,14.056083247676977,-200.0,0.1225343669266946,999931.8526545843
9.980267284282716,0.6279051952931337,0.0,17.952715908652387,23.317829618258266,-290.3025742710412,17.952715908652387,15.235423135481089,-200.0,0.6296381315925539,999997.3352087723
9.980267284282716,0.6279051952931337,0.0,7.9390094698180835,11.460861190571764,-290.0745674031,7.9390094698180835,19.49115224626936,-200.0,2.5031571828332715,999999.7165881274
9.980267284282716,0.6279051952931337,0.0,1.0187324902847728,40.35765231200302,-307.77328542659336,1.0187324902847728,33.04058069946964,-200.0,0.7499731637282565,999998.0953683702
9.980267284282716,0.6279051952931337,0.0,2.639909701216223,16.110765577127413,-307.3109876567121,2.639909701216223,6.253818246843661,-200.0,0.1693487789063805,999964.2801670057
9.980267284282716,0.6279051952931337,0.0,6.699006079594767,3.6428263972628327,-290.36257601314594,6.699006079594767,9.555447788046735,-200.0,2.203419269889511,999999.6788713668
9.980267284282716,0.6279051952931337,0.0,28.766322346700647,8.576118792045733,-304.7077351944388,28.766322346700647,16.74821971791484,-200.0,2.527349865534183,999999.7187997919
9.980267284282716,0.6279051952931337,0.0,14.639466303593913,47.084215696309606,-307.1302319731074,14.639466303593913,37.27886101325584,-200.0,0.1976259405048485,999973.7478099577
9.980267284282716,0.6279051952931337,0.0,8.269329634164952,44.38135264591767,-304.8204251947982,8.269329634164952,34.64753305725342,-200.0,0.23124434373858266,999980.8028627014
9.980267284282716,0.6279051952931337,0.0,8.835592722722275,47.135448838695204,-290.05804875555907,8.835592722722275,37.72675822590106,-200.0,0.34560975287016427,999991.358236566
9.980267284282716,0.6279051952931337,0.0,26.709501723107305,47.97374250305185,-309.29493792898177,26.709501723107305,38.313468503464236,-200.0,0.26140664944361514,999984.9586927915
9.980267284282716,0.6279051952931337,0.0,12.53669871723158,32.89032407610043,-309.36097814807727,12.53669871723158,37.596409775828675,-200.0,2.060776699159461,999999.6525249255
9.980267284282716,0.6279051952931337,0.0,10.642417311482944,45.36451534715677,-306.9760795311325,10.642417311482944,37.93916697982462,-200.0,0.733949438822458,999998.0152694085
9.980267284282716,0.6279051952931337,0.0,9.085278344121077,16.509806868581016,-299.8465493960499,9.085278344121077,7.222628476504784,-200.0,0.3798565374727533,999992.8313573671
9.980267284282716,0.6279051952931337,0.0,9.54037746614154,12.199101580312702,-306.66472943853773,9.54037746614154,2.297121774402182,-200.0,0.14012904525463024,999947.8706029279
9.980267284282716,0.6279051952931337,0.0,15.642235553148325,35.2941554573223,-295.891887748547,15.642235553148325,30.730051931316964,-200.0,1.0968396793361304,999999.0599535475
9.980267284282716,0.6279051952931337,0.0,27.487257027910875,35.7473460116266,-290.00184672576415,27.487257027910875,25.845805527394297,-200.0,0.14044323593905766,999948.103189748
9.980267284282716,0.6279051952931337,0.0,22.17631478880172,32.68891232789716,-290.0181550501138,22.17631478880172,38.71747077989756,-200.0,2.2178720413731723,999999.6811941394
9.980267284282716,0.6279051952931337,0.0,18.89531620136345,45.12279475955076,-297.0375724761322,18.89531620136345,35.954168349528224,-200.0,0.41064722454664065,999993.8535832105
9.980267284282716,0.6279051952931337,0.0,24.5008339768961,9.957901852433213,-309.90025474776945,24.5008339768961,11.247197573967842,-200.0,1.7000857934367808,999999.547359037
9.980267284282716,0.6279051952931337,0.0,26.41953097255484,11.578135538125341,-300.17771237584554,26.41953097255484,1.5781597234832079,-200.0,0.0021993347909919545,825569.6338138188
9.980267284282716,0.6279051952931337,0.0,33.34356210641883,5.247206218348901,-305.79978811874014,33.34356210641883,5.119962425076134,-200.0,1.558071604075586,999999.4824143078
9.980267284282716,0.6279051952931337,0.0,37.98666448988375,15.91056867131553,-309.9236493216852,37.98666448988375,6.057888781608809,-200.0,0.17186230438179986,999965.314832112
9.980267284282716,0.6279051952931337,0.0,19.761424075801187,35.737712360205435,-297.31202641564454,19.761424075801187,26.196653606516897,-200.0,0.30413658252574455,999988.865801134
9.980267284282716,0.6279051952931337,0.0,13.315641938497356,29.83104883109658,-308.59543900653057,13.315641938497356,30.196999249236192,-200.0,1.6073995415306914,999999.5070401386
9.980267284282716,0.6279051952931337,0.0,24.06613902786356,14.360199283901201,-290.54381608853464,24.06613902786356,4.392277089437968,-200.0,0.08011862452899263,999840.7251986141
9.980267284282716,0.6279051952931337,0.0,2.4323676094152447,30.331938027192884,-292.4101850065423,2.4323676094152447,28.50270953603285,-200.0,1.386837681062641,999999.3746004525
9.980267284282716,0.6279051952931337,0.0,19.809394190882422,35.39979156388009,-290.5572499403799,19.809394190882422,28.91313890075573,-200.0,0.864966954228693,999998.5455487096
9.980267284282716,0.6279051952931337,0.0,11.340718330611391,27.640843110048557,-295.74659560729367,11.340718330611391,37.390272025494596,-200.0,2.9172605049086138,999999.7412584081
9.980267284282716,0.6279051952931337,0.0,13.353148372436014,24.10003457047361,-301.50068434524485,13.353148372436014,14.53300001345907,-200.0,0.29533924336177675,999988.1978116877
9.980267284282716,0.6279051952931337,0.0,2.4512539853491466,41.5511825228611,-301.32792628028346,2.4512539853491466,31.91991180557395,-200.0,0.2724033233985749,999986.1417863346
9.980267284282716,0.6279051952931337,0.0,15.995461308542819,44.103414486986736,-290.2237238310852,15.995461308542819,34.49357367165479,-200.0,0.2802580905092605,999986.9029532691
9.980267284282716,0.6279051952931337,0.0,16.29061612258701,44.788581627984165,-302.7560247119159,16.29061612258701,39.602024243773634,-200.0,1.0255183939711057,999998.9383908809
9.980267284282716,0.6279051952931337,0.0,13.561247324155321,10.219574659497786,-298.11396912006535,13.561247324155321,1.1278283884313822,-200.0,0.42949866561228595,999994.3738505138
9.980267284282716,0.6279051952931337,0.0,36.1919007468091,11.705612257085535,-308.1281450895613,36.1919007468091,2.438370889125494,-200.0,0.38519777910801944,999993.0264016807
9.980267284282716,0.6279051952931337,0.0,36.130178509544635,37.33157011575497,-294.0660572523749,36.130178509544635,27.881048236682275,-200.0,0.3330421254930674,999990.7003531457
9.980267284282716,0.6279051952931337,0.0,22.131263367492622,16.875294682550578,-299.8984535284867,22.131263367492622,6.881596529920047,-200.0,0.035503547340298695,999189.783646749
9.980267284282716,0.6279051952931337,0.0,3.365839270698441,44.488984783490054,-307.00616424548986,3.365839270698441,34.98729369501313,-200.0,0.3170184005872689,999989.7454220044
9.980267284282716,0.6279051952931337,0.0,3.8491995543936985,34.51902598471308,-309.60302576390654,3.8491995543936985,27.25355992050782,-200.0,0.7575137401545146,999998.1313121099
9.980267284282716,0.6279051952931337,0.0,14.231887751152623,28.90197538078937,-293.4045788566837,14.231887751152623,19.545443260408625,-200.0,0.36069090572268053,999992.0587187303
9.980267284282716,0.6279051952931337,0.0,24.727244029882254,38.43160057511079,-303.09102834929064,24.727244029882254,29.874444343514597,-200.0,0.5438640747438676,999996.4583955558
9.980267284282716,0.6279051952931337,0.0,13.80974103902604,39.19790705408056,-290.14343490107154,13.80974103902604,34.75724092802282,-200.0,1.110664069450937,999999.0808259732
9.980267284282716,0.6279051952931337,0.0,15.2360570842052,14.721116231603293,-306.9764971582975,15.2360570842052,4.729845878903949,-200.0,0.041787361028847135,999414.9808833709
9.980267284282716,0.6279051952931337,0.0,28.2220766277102,36.47503195170965,-291.8240688743436,28.2220766277102,37.580291348190144,-200.0,1.681548543055563,999999.5398578758
9.980267284282716,0.6279051952931337,0.0,36.53777394641953,18.94647724327023,-293.08234278183664,36.53777394641953,9.335767839282987,-200.0,0.2799438998248331,999986.873731405
9.980267284282716,0.6279051952931337,0.0,24.44301807486786,19.283608537580918,-291.9667867876959,24.44301807486786,9.7673313930696,-200.0,0.31230554032085756,999989.4362113324
9.980267284282716,0.6279051952931337,0.0,31.049218523538617,29.251620452410158,-308.35183777961936,31.049218523538617,20.451222463114366,-200.0,0.4948503279731898,999995.7402720342
9.980267284282716,0.6279051952931337,0.0,35.260063156524346,43.366589644678086,-291.95602747251775,35.260063156524346,33.79317674993891,-200.0,0.2931399085707848,999988.0213472792
9.980267284282716,0.6279051952931337,0.0,29.708306384343658,12.808839892131257,-297.2358867856427,29.708306384343658,22.102991651578808,-200.0,2.7636212602236045,999999.7351529774
9.980267284282716,0.6279051952931337,0.0,9.869293164422066,18.626720652075875,-309.99955159058555,9.869293164422066,8.986208950270038,-200.0,0.2689472258698733,999985.7855529934
9.980267284282716,0.6279051952931337,0.0,39.76612867154468,41.84088079807579,-304.30592158332377,39.76612867154468,34.47049586217591,-200.0,0.742118396617571,999998.0567535759
9.980267284282716,0.6279051952931337,0.0,26.770457382070276,28.69303161662019,-295.4589436330953,26.770457382070276,19.460410339101728,-200.0,0.3943093089564147,999993.3410116506
9.980267284282716,0.6279051952931337,0.0,1.3181089283436531,43.28250247060396,-299.3480740453542,1.3181089283436531,34.48210448130817,-200.0,0.4948503279731898,999995.7402720342
9.980267284282716,0.6279051952931337,0.0,1.3004441607066886,24.336546807362158,-295.4832520606766,1.3004441607066886,14.494251514337737,-200.0,0.17783192738592088,999967.5987196105
9.980267284282716,0.6279051952931337,0.0,39.28562324026073,40.34726959251471,-293.62697023305327,39.28562324026073,30.35867107291278,-200.0,0.04775698403296816,999552.0133693183
9.980267284282716,0.6279051952931337,0.0,35.594511653158165,18.142376210620988,-296.1244071460467,35.594511653158165,8.243492181138619,-200.0,0.1423283800456222,999949.466520988
9.980267284282716,0.6279051952931337,0.0,38.895476370184866,31.04755281392883,-304.968895681007,38.895476370184866,33.621324855417726,-200.0,1.8311033088430158,999999.5935986508
9.980267284282716,0.6279051952931337,0.0,27.280670004773498,45.309240709547346,-297.1168456030107,27.280670004773498,35.64411191783829,-200.0,0.25952150533705065,999984.7406349124
9.980267284282716,0.6279051952931337,0.0,24.048321377514156,39.69686615220603,-302.95830024629925,24.048321377514156,29.706677390171624,-200.0,0.044300886504266515,999479.4398061369
9.980267284282716,0.6279051952931337,0.0,11.576610847379673,39.89055559927853,-305.52672325824886,11.576610847379673,29.98041445186926,-200.0,0.13415942225050922,999943.1362711738
9.980267284282716,0.6279051952931337,0.0,6.992844401216978,28.344506619607788,-295.36846643144804,6.992844401216978,36.62731997378725,-200.0,2.546829687968683,999999.7205026123
9.980267284282716,0.6279051952931337,0.0,19.919454986775563,47.65735859331585,-290.0077590490239,19.919454986775563,38.51527098342103,-200.0,0.4172452289196165,999994.0437163254
9.980267284282716,0.6279051952931337,0.0,1.8653566482799144,-5.2792400740845,-298.21969431414357,1.8653566482799144,0.7066174834606187,-200.0,2.2125307997379062,999999.680342556
9.980267284282716,0.6279051952931337,0.0,23.816159478295567,18.050529120854364,-304.31623355573845,23.816159478295567,10.1129330591204,-200.0,0.6538308142934653,999997.5223149819
9.980267284282716,0.6279051952931337,0.0,31.378796308819766,11.869146726143807,-290.86071893530817,31.378796308819766,2.2278006432069386,-200.0,0.26863303518544585,999985.7524846318
9.980267284282716,0.6279051952931337,0.0,34.91547410880094,22.57162487500667,-302.6653670223809,34.91547410880094,12.745855851540187,-200.0,0.18694345723431613,999970.6719767319
9.980267284282716,0.6279051952931337,0.0,11.935760879966022,19.467409539162297,-293.0999592915623,11.935760879966022,9.684238373866556,-200.0,0.20862261445980826,999976.433579129
9.980267284282716,0.6279051952931337,0.0,35.30695518589601,17.8323654794739,-290.12233555113346,35.30695518589601,25.14300909118928,-200.0,2.3906769178082548,999999.7048059792
9.980267284282716,0.6279051952931337,0.0,39.289111667607145,-4.744450368934592,-309.86956519420175,39.289111667607145,2.655591611125181,-200.0,2.4038729265542065,999999.7063226339
9.980267284282716,0.6279051952931337,0.0,14.539197417326282,-0.2505546689038498,-290.3140239242684,14.539197417326282,5.340853402999053,-200.0,2.164145434336083,999999.6722554947
9.980267284282716,0.6279051952931337,0.0,17.973258984060987,17.334505683981817,-298.6749390282155,17.973258984060987,9.505149095341775,-200.0,0.6714254926214009,999997.6458648419
9.980267284282716,0.6279051952931337,0.0,6.306662009008357,10.929262522346411,-292.14866307281477,6.306662009008357,1.0609009119753132,-200.0,0.16243658384897722,999961.1830434893
