Source_X,Source_Y,Source_Z,Absorb_X,Absorb_Y,Absorb_Z,Scatter_X,Scatter_Y,Scatter_Z,Theta,Energy
21.61,8.88,200,14.18,1.8243871385256538,-109.35056304682698,14.18,7.78,0.0,2.208760511524777,999312.6877438575
21.61,8.88,200,7.42,18.06903165196379,-97.70178095400533,7.42,10.65,0.0,0.7348920108757402,993826.0170735571
15.62,30.28,200,13.12,14.4655270448321,-102.15219234654627,13.12,10.26,0.0,1.136741896258413,997410.2341918895
15.62,30.28,200,7.99,23.50025084969969,-91.97412695541536,7.99,15.72,0.0,0.6792802597320865,992781.3354052937
15.62,30.28,200,4.9,42.76069060722492,-93.32646615915273,4.9,35.04,0.0,0.6887059802649091,992976.1938324856
15.62,30.28,200,35.22,32.86782923292732,-90.03898626271913,35.22,23.59,0.0,0.38237006294817266,977567.5461697929
15.62,30.28,200,38.42,18.02427435856805,-94.59961400125184,38.42,9.8,0.0,0.6051312582072149,990920.9577497649
2.53,32.02,200,16.84,24.15523924490916,-92.7797227408791,16.84,15.21,0.0,0.46343125953044756,984618.5983146391
2.53,32.02,200,20.78,39.24329190588191,-90.00665253906072,20.78,29.34,0.0,0.13918647320134797,852382.7920712942
2.53,32.02,200,20.36,29.70454987294457,-102.09707542470125,20.36,20.4,0.0,0.37514367720634195,976715.3107908261
2.53,32.02,200,35.39,9.15507024340665,-98.61911395820042,35.39,14.25,0.0,2.105391776348155,999243.601671189
2.53,32.02,200,33.21,32.278524130936304,-102.22213501982202,33.21,22.9,0.0,0.3544070920341321,973983.7645090778
31.0,19.24,200,8.53,26.748290187059744,-104.75543581472299,8.53,19.68,0.0,0.7857909017529826,994595.74822173
31.0,19.24,200,12.53,18.997824789045634,-100.01395705136426,12.53,9.02,0.0,0.06660842509861348,569410.5479178983
31.0,19.24,200,35.45,8.108930756976154,-96.30444182373016,35.45,6.72,0.0,1.431452758251335,998365.2393979561
31.0,19.24,200,0.21,32.38349966241604,-90.13606645258272,0.21,22.58,0.0,0.19856851255813074,921582.9897545635
31.0,19.24,200,29.47,32.33144888148791,-94.76395701357153,29.47,25.97,0.0,0.8813048698189189,995698.8914120905
6.28,21.34,200,17.28,33.35735428423712,-93.2566340983563,17.28,29.52,0.0,1.176958303865123,997583.7678908451
6.28,21.34,200,38.33,10.107627519786314,-91.72628955860417,38.33,1.69,0.0,0.570256092235771,989788.2034956639
6.28,21.34,200,26.52,25.54240030233117,-90.67222965104837,26.52,16.83,0.0,0.5130733876699802,987415.3838381713
6.28,21.34,200,21.92,31.552702568919052,-108.84617270240933,21.92,22.64,0.0,0.47065764527227827,985080.3030193503
6.28,21.34,200,21.49,25.249963532436908,-91.15620131180333,21.49,15.48,0.0,0.2149064281483567,932276.0347754728
37.1,39.91,200,30.93,41.48980256907729,-90.07201315722098,30.93,31.49,0.0,0.006283813688548441,11632.38979830686
37.1,39.91,200,19.0,19.644240574840158,-106.38338009744366,19.0,18.19,0.0,1.4248547538783591,998350.0901594452
37.1,39.91,200,27.25,-3.184200022210664,-107.37312293524087,27.25,6.07,0.0,2.752938776953072,999557.4173824092
37.1,39.91,200,36.99,20.1883396464247,-101.31924447334772,36.99,10.19,0.0,0.01822305969679048,90065.14127134043
37.1,39.91,200,31.34,37.24322284676963,-107.4053551177438,31.34,31.53,0.0,0.9626802570856212,996392.7784378884
31.76,35.27,200,22.91,39.512418150107024,-103.49302550184701,22.91,29.61,0.0,0.13981485457020282,853512.7694153762
31.76,35.27,200,39.46,15.9978611759737,-109.84939506028562,39.46,6.06,0.0,0.11153769297173484,787598.3906321677
31.76,35.27,200,17.29,2.6448245230577476,-94.56222062212491,17.29,5.1,0.0,1.8188498721503463,998986.7918588293
31.76,35.27,200,4.11,40.33906179537752,-90.20065518334341,4.11,30.36,0.0,0.06472328099204895,555279.6998818518
31.76,35.27,200,19.53,21.06500037469747,-105.16715674003657,19.53,29.14,0.0,2.51069775925953,999467.9583135452
11.02,8.56,200,3.72,37.613465594558306,-100.09624951913165,3.72,27.72,0.0,0.14609866825875126,864168.009022797
11.02,8.56,200,28.93,25.95442007715875,-96.55189621254257,28.93,16.0,0.0,0.09551396806593632,731123.326877272
11.02,8.56,200,27.86,26.577381661736297,-93.32401414119322,27.86,17.47,0.0,0.4257283773991569,981825.3029697362
11.02,8.56,200,19.08,20.12561077520194,-96.05473342447894,19.08,10.17,0.0,0.09425720532822662,725884.0098764894
11.02,8.56,200,38.92,35.122081881313655,-109.88093177248462,38.92,25.31,0.0,0.19416984297614684,918283.4928789875
36.59,38.0,200,31.93,27.137887022684332,-96.68041839951165,31.93,17.65,0.0,0.3214170701692528,968545.7339359077
36.59,38.0,200,19.48,19.640263338446413,-100.11052335291569,19.48,9.66,0.0,0.06283813688548441,540637.3675393378
36.59,38.0,200,13.59,35.12761517381324,-90.18960077871373,13.59,25.15,0.0,0.0669226157830409,571716.6253603264
36.59,38.0,200,35.5,0.534267566791221,-91.66733438577401,35.5,1.38,0.0,1.6554707162480868,998777.209678738
36.59,38.0,200,31.48,36.64644253422825,-107.36764619822341,31.48,27.53,0.0,0.42352904260816493,981639.5304283814
3.5,8.55,200,13.95,24.196273572426698,-108.30257425437449,13.95,20.56,0.0,1.1986374610906152,997670.1750273565
3.5,8.55,200,19.36,16.580972435213113,-108.67358286381167,19.36,6.84,0.0,0.22810243689430842,939424.269523102
3.5,8.55,200,37.94,40.49297597891355,-90.85737714523947,37.94,37.03,0.0,1.2171747114718332,997740.4381861982
3.5,8.55,200,6.29,27.93932921513676,-90.2774194677866,6.29,18.04,0.0,0.14201418936119478,857372.7296640587
3.5,8.55,200,28.45,20.798437866651863,-92.64805476104297,28.45,10.9,0.0,0.14264257073004963,858449.1041340273
29.49,35.64,200,13.78,42.349824115867634,-90.0354486326962,13.78,33.67,0.0,0.5196713920429561,987729.0176473943
29.49,35.64,200,21.82,38.33134613664454,-97.3941401051544,21.82,28.36,0.0,0.07571995494700871,630850.662411285
29.49,35.64,200,2.27,8.456509404766377,-106.901898154788,2.27,0.7,0.0,0.6830505479452156,992860.2380090336
29.49,35.64,200,19.49,31.561399272908464,-90.9234221702753,19.49,31.83,0.0,1.5976596303134412,998687.240170254
29.49,35.64,200,23.81,33.18581923492696,-109.99113853942228,23.81,31.8,0.0,1.4317669489357623,998365.9555820117
27.27,20.83,200,11.67,15.356381585352647,-100.47528491739784,11.67,13.84,0.0,1.4185709401898106,998335.4657817354
27.27,20.83,200,4.88,31.069542699595743,-96.73143132648913,4.88,32.53,0.0,1.717366281080289,998863.6580887592
27.27,20.83,200,6.77,42.80889800902531,-90.99380088329295,6.77,39.12,0.0,1.1929820287709216,997648.0860850655
27.27,20.83,200,15.78,9.680620498792468,-90.14682680194532,15.78,1.94,0.0,0.685564073420635,992912.1249145505
27.27,20.83,200,28.38,16.735839129627763,-92.70020093456615,28.38,9.93,0.0,0.8222370211465636,995061.9025180137
33.07,24.73,200,14.79,33.121509482368275,-91.3155854048784,14.79,24.5,0.0,0.5312964473667707,988253.8922015169
33.07,24.73,200,12.07,34.38300770907743,-92.13579769146136,12.07,24.49,0.0,0.14641285894317868,864671.5453934288
33.07,24.73,200,27.88,37.15411994592826,-90.17444048181846,27.88,27.2,0.0,0.09582815875036373,732412.5450269221
33.07,24.73,200,39.55,31.02592316896791,-104.49305911455828,39.55,35.24,0.0,2.0057933293846624,999166.6909525538
33.07,24.73,200,3.97,32.25455041385034,-90.16155756114844,3.97,24.15,0.0,0.6258678433794248,991507.5843335772
18.52,23.67,200,21.13,21.82874616523843,-100.21174998015618,21.13,12.4,0.0,0.33964012986604325,971737.6376533073
18.52,23.67,200,38.49,8.046017057809491,-107.43737659162869,38.49,0.25,0.0,0.6767667342566671,992728.0065728212
18.52,23.67,200,28.59,19.943734137554777,-108.68529120762531,28.59,10.34,0.0,0.2824574253002524,959644.6164477848
18.52,23.67,200,2.49,20.727827069054932,-90.81186968800642,2.49,22.39,0.0,1.7377886755680714,998890.17814958
18.52,23.67,200,1.04,27.179534922892714,-109.66928701340302,1.04,37.17,0.0,3.0979201484543815,999650.4496885381
0.62,27.27,200,9.17,25.711310413277374,-108.04906201055377,9.17,16.95,0.0,0.5030192857683027,986913.9384003723
0.62,27.27,200,9.38,32.739999999999995,-109.99840239411218,9.38,22.74,0.0,0.0,0.0
0.62,27.27,200,1.32,13.800082364446933,-105.55794383265932,1.32,17.41,0.0,1.9401274763393312,999109.38467467
0.62,27.27,200,3.9,10.890655971335944,-104.20400413967914,3.9,0.91,0.0,0.06220975551662957,535641.4816508691
0.62,27.27,200,36.02,35.26976349327357,-100.92463858134643,36.02,25.47,0.0,0.20045365666469528,922937.8544255716
4.89,26.93,200,22.19,31.436356646089845,-104.26916006584969,22.19,25.78,0.0,0.9695924521430245,996443.8432081549
4.89,26.93,200,3.1,24.591092208800802,-109.9556213536491,3.1,15.07,0.0,0.3107345868987204,966419.7571046645
4.89,26.93,200,29.84,36.60335707937108,-97.96540028607126,29.84,27.2,0.0,0.3471807062923014,972919.1023856341
4.89,26.93,200,32.18,14.458692502699044,-100.60961349558748,32.18,5.48,0.0,0.4558906831041894,984113.7166839347
4.89,26.93,200,32.58,30.57291569798106,-97.6390464641604,32.58,22.45,0.0,0.6227259365351505,991422.4104953483
17.82,15.58,200,39.94,36.37597553510906,-90.21775252268601,39.94,26.64,0.0,0.2303017716853004,940507.2125252421
17.82,15.58,200,3.95,26.509558324232266,-91.29388980449662,3.95,16.58,0.0,0.11876407871356555,807844.1208636257
17.82,15.58,200,22.83,7.891064925186309,-93.35670394647288,22.83,1.86,0.0,0.9234064215321934,996080.647880448
17.82,15.58,200,10.74,24.122755950007203,-105.33086400816138,10.74,16.27,0.0,0.6676552044082719,992529.6647319644
17.82,15.58,200,39.03,27.475064616711194,-103.27760680864507,39.03,17.48,0.0,0.031419068442742205,227341.2178930681
17.96,29.76,200,33.44,19.359851272609905,-96.23926969264986,33.44,10.45,0.0,0.4712860266411331,985119.4704938821
17.96,29.76,200,32.02,30.709223515523426,-103.6944449145379,32.02,23.59,0.0,0.7785645160111518,994495.5179390555
17.96,29.76,200,19.46,13.511429413982304,-105.32014490609009,19.46,3.53,0.0,0.060952992778919884,525475.5201348085
17.96,29.76,200,27.12,5.707290631075567,-108.36675378142372,27.12,9.89,0.0,2.002337231855961,999163.8145355905
17.96,29.76,200,18.05,33.23229529302442,-102.3822275206327,18.05,23.39,0.0,0.17783192738592088,904085.0457473646
0.77,4.08,200,8.97,22.685258119503125,-96.83217146072457,8.97,14.35,0.0,0.5853372450882873,990302.5949396852
